Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
15000.00,2013-01-04,debt_consolidation,610,15.77%,160xx,PA,< 1 year,0
12000.00,2013-01-04,debt_consolidation,592,58.63%,021xx,CA,< 1 year,0
5000.00,2013-01-04,debt_consolidation,0,0.75%,403xx,KY,< 1 year,0
5000.00,2013-01-04,debt_consolidation,632,13.1%,604xx,IL,3 years,0
1500.00,2013-01-04,major_purchase,529,0%,021xx,MA,< 1 year,0
2000.00,2013-01-04,other,638,9.84%,021xx,MA,< 1 year,0
35000.00,2013-01-04,small_business,732,0.69%,232xx,VA,< 1 year,0
25000.00,2013-01-04,credit_card,654,44.29%,286xx,NC,< 1 year,0
8850.00,2013-01-04,credit_card,684,64.18%,986xx,WA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,660,144.15%,484xx,MI,< 1 year,0
20000.00,2013-01-04,debt_consolidation,656,20.33%,080xx,NJ,< 1 year,0
25000.00,2013-01-04,credit_card,663,84.03%,674xx,KS,< 1 year,0
30000.00,2013-01-04,debt_consolidation,679,32.12%,970xx,OR,< 1 year,0
20000.00,2013-01-04,debt_consolidation,651,18.8%,113xx,NY,< 1 year,0
35000.00,2013-01-04,wedding,605,11.35%,103xx,NY,< 1 year,0
8400.00,2013-01-04,credit_card,610,26.55%,331xx,FL,< 1 year,0
5000.00,2013-01-04,credit_card,766,16.78%,900xx,CA,< 1 year,0
11000.00,2013-01-04,credit_card,697,38.57%,734xx,OK,< 1 year,0
9000.00,2013-01-04,Payoffs,674,11.77%,279xx,NC,1 year,0
9000.00,2013-01-04,fresh start,791,2.67%,891xx,NM,8 years,0
1500.00,2013-01-04,major_purchase,508,16.2%,770xx,TX,< 1 year,0
35000.00,2013-01-04,debt_consolidation,658,9.6%,601xx,IL,< 1 year,0
2000.00,2013-01-04,debt_consolidation,545,148.08%,970xx,OR,< 1 year,0
7000.00,2013-01-04,other,581,7.46%,980xx,WA,< 1 year,0
5000.00,2013-01-04,home_improvement,625,3.87%,871xx,NM,< 1 year,0
15000.00,2013-01-04,debt_consolidation,704,38.88%,330xx,FL,< 1 year,0
10000.00,2013-01-04,home_improvement,653,16.35%,958xx,CA,< 1 year,0
2000.00,2013-01-04,other,0,0%,129xx,NY,< 1 year,0
1300.00,2013-01-04,major_purchase,0,0.36%,770xx,TX,< 1 year,0
15000.00,2013-01-04,credit_card,702,8.69%,028xx,RI,< 1 year,0
1000.00,2013-01-04,medical,0,0%,770xx,TX,< 1 year,0
20000.00,2013-01-04,other,676,16.94%,920xx,CA,< 1 year,0
25000.00,2013-01-04,wedding,583,13.87%,488xx,MI,< 1 year,0
35000.00,2013-01-04,small_business,628,16.6%,105xx,NY,< 1 year,0
10500.00,2013-01-04,Debt Consolidation,668,3.67%,463xx,IN,8 years,0
10000.00,2013-01-04,credit_card,719,54.68%,164xx,PA,< 1 year,0
10000.00,2013-01-04,home_improvement,0,0%,221xx,VA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,678,45.73%,319xx,GA,< 1 year,0
5000.00,2013-01-04,debt_consolidation,509,293.05%,774xx,TX,< 1 year,0
10000.00,2013-01-04,credit_card,681,16.15%,809xx,CO,< 1 year,0
30000.00,2013-01-04,Credit Card Consolidation,702,15.81%,146xx,NY,7 years,0
7675.00,2013-01-04,debt_consolidation,644,24%,300xx,GA,< 1 year,0
1000.00,2013-01-04,major_purchase,0,0%,770xx,TX,< 1 year,0
4000.00,2013-01-04,small_business,565,11.52%,921xx,CA,< 1 year,0
3000.00,2013-01-04,medical,552,3.3%,080xx,NJ,< 1 year,0
30000.00,2013-01-04,debt_consolidation,691,72.78%,322xx,FL,< 1 year,0
3500.00,2013-01-04,debt_consolidation,556,44.34%,436xx,OH,< 1 year,0
6000.00,2013-01-04,debt_consolidation,606,19.62%,177xx,PA,< 1 year,0
1500.00,2013-01-04,debt_consolidation,590,30.98%,321xx,FL,< 1 year,0
10000.00,2013-01-04,major_purchase,701,47.17%,716xx,AR,< 1 year,0
35000.00,2013-01-04,debt_consolidation,673,26.57%,454xx,OH,< 1 year,0
15000.00,2013-01-04,small_business,730,19.86%,454xx,OH,< 1 year,0
18000.00,2013-01-04,home_improvement,658,6.49%,301xx,GA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,688,38.46%,857xx,AZ,< 1 year,0
35000.00,2013-01-04,debtfree,704,22.46%,985xx,WA,4 years,0
20000.00,2013-01-04,CONSOLIDATION,674,17.96%,310xx,GA,7 years,0
12000.00,2013-01-04,other,607,16.97%,010xx,MA,< 1 year,0
30000.00,2013-01-04,credit_card,658,28.91%,276xx,NC,< 1 year,0
10000.00,2013-01-04,small_business,0,0%,614xx,IL,< 1 year,0
6000.00,2013-01-04,major_purchase,716,3.7%,701xx,LA,< 1 year,0
10000.00,2013-01-04,credit_card,680,29.29%,184xx,PA,< 1 year,0
2000.00,2013-01-04,small_business,556,12.01%,708xx,LA,< 1 year,0
23000.00,2013-01-04,debt_consolidation,636,14.46%,191xx,PA,< 1 year,0
10000.00,2013-01-04,Debt consolidation,680,25.62%,212xx,MD,2 years,0
3000.00,2013-01-04,other,560,13.66%,333xx,FL,< 1 year,0
35000.00,2013-01-04,debt_consolidation,554,27.87%,319xx,GA,< 1 year,0
20000.00,2013-01-04,other,615,12.1%,331xx,FL,< 1 year,0
7000.00,2013-01-04,small_business,621,10.24%,488xx,MI,< 1 year,0
4975.00,2013-01-04,major_purchase,711,168%,331xx,FL,< 1 year,0
16000.00,2013-01-04,debt_consolidation,637,10.56%,104xx,NY,< 1 year,0
8000.00,2013-01-04,credit_card,638,51.7%,981xx,WA,< 1 year,0
1000.00,2013-01-04,home_improvement,0,0%,236xx,VA,2 years,0
12000.00,2013-01-04,credit_card,681,52.73%,087xx,NJ,< 1 year,0
35000.00,2013-01-04,debt_consolidation,677,37.88%,751xx,TX,< 1 year,0
3000.00,2013-01-04,debt_consolidation,658,14.79%,064xx,CT,< 1 year,0
25000.00,2013-01-04,small_business,511,7.03%,292xx,SC,< 1 year,0
7500.00,2013-01-04,debt_consolidation,650,2.45%,926xx,CA,5 years,0
2200.00,2013-01-04,other,635,15.01%,279xx,NC,6 years,0
6000.00,2013-01-04,Debt consolidation,708,21.18%,960xx,CA,3 years,0
5000.00,2013-01-04,debt_consolidation,553,13.75%,294xx,SC,< 1 year,0
15000.00,2013-01-04,debt_consolidation,656,11.05%,557xx,MN,< 1 year,0
30000.00,2013-01-04,debt_consolidation,680,36.71%,066xx,CT,< 1 year,0
10000.00,2013-01-04,wedding,644,23.48%,113xx,NY,< 1 year,0
17200.00,2013-01-04,debt_consolidation,683,78.42%,953xx,CA,< 1 year,0
7000.00,2013-01-04,debt_consolidation,668,12.86%,021xx,MA,< 1 year,0
5000.00,2013-01-04,moving,528,39.64%,300xx,GA,< 1 year,0
12000.00,2013-01-04,debt_consolidation,631,8.06%,940xx,CA,2 years,0
20000.00,2013-01-04,credit_card,722,39.28%,216xx,MD,< 1 year,0
5000.00,2013-01-04,car,526,0%,342xx,FL,< 1 year,0
35000.00,2013-01-04,home_improvement,708,7.02%,331xx,FL,< 1 year,0
17550.00,2013-01-04,debt_consolidation,683,48.05%,630xx,MO,1 year,0
10000.00,2013-01-04,debt_consolidation,600,30.94%,447xx,OH,< 1 year,0
1000.00,2013-01-04,wedding,624,27.65%,322xx,FL,< 1 year,0
5900.00,2013-01-04,credit_card,615,3.46%,119xx,NY,< 1 year,0
25000.00,2013-01-04,small_business,590,5.78%,900xx,CA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,638,3.45%,980xx,WA,< 1 year,0
11000.00,2013-01-04,credit_card,688,35.14%,921xx,CA,< 1 year,0
1000.00,2013-01-04,renewable_energy,655,14.64%,606xx,IL,< 1 year,0
3500.00,2013-01-04,vacation,652,15.1%,787xx,TX,< 1 year,0
5000.00,2013-01-04,Credit card refinancing,707,4.26%,327xx,FL,10+ years,0
25000.00,2013-01-04,debt_consolidation,632,4.42%,341xx,FL,< 1 year,0
20000.00,2013-01-04,debt_consolidation,609,13.04%,112xx,NY,< 1 year,0
20000.00,2013-01-04,debt_consolidation,630,45.13%,671xx,KS,< 1 year,0
10000.00,2013-01-04,debt_consolidation,606,16.46%,210xx,MD,< 1 year,0
14000.00,2013-01-04,debt_consolidation,680,29.49%,816xx,CO,< 1 year,0
2000.00,2013-01-04,debt_consolidation,598,20.74%,031xx,NH,< 1 year,0
2500.00,2013-01-04,debt_consolidation,0,0%,436xx,OH,< 1 year,0
5000.00,2013-01-04,home_improvement,688,29.76%,335xx,FL,< 1 year,0
25000.00,2013-01-04,debt_consolidation,658,14.61%,191xx,PA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,651,6.6%,603xx,IL,< 1 year,0
20000.00,2013-01-04,debt_consolidation,,-1%,920xx,CA,< 1 year,0
7000.00,2013-01-04,other,621,2.16%,920xx,CA,< 1 year,0
10000.00,2013-01-04,medical,479,10.18%,722xx,AR,< 1 year,0
20000.00,2013-01-04,debt_consolidation,658,52.42%,238xx,VA,< 1 year,0
25000.00,2013-01-04,debt_consolidation,700,40.47%,640xx,MO,< 1 year,0
1500.00,2013-01-04,debt_consolidation,668,12.36%,891xx,NV,< 1 year,0
8000.00,2013-01-04,debt_consolidation,657,4.71%,935xx,CA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,522,61.03%,930xx,CA,< 1 year,0
2000.00,2013-01-04,small_business,540,0.36%,972xx,OR,< 1 year,0
25000.00,2013-01-04,debt_consolidation,659,22.29%,303xx,GA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,683,45.92%,104xx,NY,< 1 year,0
20000.00,2013-01-04,credit_card,701,67.65%,268xx,WV,< 1 year,0
15000.00,2013-01-04,debt_consolidation,709,46.41%,463xx,IN,< 1 year,0
35000.00,2013-01-04,home_improvement,696,51.09%,788xx,TX,< 1 year,0
6000.00,2013-01-04,small_business,678,11.44%,875xx,NM,< 1 year,0
10000.00,2013-01-04,Other,675,15.77%,482xx,MI,3 years,0
31000.00,2013-01-04,credit_card,713,67.5%,223xx,VA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,644,15.24%,925xx,CA,< 1 year,0
20000.00,2013-01-04,Business,661,29.8%,600xx,IL,3 years,0
12000.00,2013-01-04,debt_consolidation,633,40.5%,731xx,OK,< 1 year,0
7000.00,2013-01-04,My Loan ,756,21.82%,972xx,OR,3 years,0
20000.00,2013-01-04,debt_consolidation,599,11.99%,104xx,NY,< 1 year,0
10000.00,2013-01-04,debt_consolidation,680,36.6%,305xx,GA,7 years,0
30000.00,2013-01-04,debt_consolidation,638,13.75%,915xx,CA,< 1 year,0
11500.00,2013-01-04,debt_consolidation,661,28.51%,650xx,MO,< 1 year,0
4000.00,2013-01-04,debt_consolidation,650,20.31%,136xx,NY,< 1 year,0
25000.00,2013-01-04,debt_consolidation,597,28.58%,471xx,IN,< 1 year,0
15000.00,2013-01-04,credit_card,688,36.45%,180xx,PA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,674,31.76%,731xx,OK,< 1 year,0
15000.00,2013-01-04,2013 loan,671,12.61%,028xx,RI,10+ years,0
32000.00,2013-01-04,debt_consolidation,732,41.82%,338xx,FL,< 1 year,0
28000.00,2013-01-04,other,653,10.13%,800xx,CO,< 1 year,0
2175.00,2013-01-04,major_purchase,492,56.68%,754xx,TX,< 1 year,0
4000.00,2013-01-04,credit_card,521,21.26%,770xx,TX,< 1 year,0
10000.00,2013-01-04,debt_consolidation,573,7.6%,920xx,CA,< 1 year,0
25000.00,2013-01-04,small_business,630,6.33%,600xx,IL,< 1 year,0
5000.00,2013-01-04,Credit card refinancing,664,14.75%,104xx,NY,3 years,0
15000.00,2013-01-04,credit_card,678,57.78%,018xx,MA,< 1 year,0
10000.00,2013-01-04,major_purchase,0,2.73%,113xx,NY,< 1 year,0
35000.00,2013-01-04,credit_card,696,60.01%,850xx,AZ,< 1 year,0
5000.00,2013-01-04,small_business,512,19.36%,972xx,OR,< 1 year,0
15000.00,2013-01-04,debt_consolidation,699,35.24%,050xx,VT,1 year,0
4800.00,2013-01-04,other,649,21.24%,331xx,FL,< 1 year,0
23500.00,2013-01-04,credit_card,588,29.88%,972xx,OR,< 1 year,0
35000.00,2013-01-04,debt_consolidation,689,74.22%,328xx,FL,< 1 year,0
4500.00,2013-01-04,debt_consolidation,729,63.3%,161xx,PA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,659,22.49%,234xx,VA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,708,32.93%,752xx,TX,< 1 year,0
20000.00,2013-01-04,debt_consolidation,614,26.23%,180xx,PA,< 1 year,0
5000.00,2013-01-04,debt_consolidation,624,13.67%,365xx,AL,< 1 year,0
18000.00,2013-01-04,debt_consolidation,652,6.96%,956xx,CA,< 1 year,0
8000.00,2013-01-04,house,670,35.71%,535xx,WI,< 1 year,0
20000.00,2013-01-04,debt_consolidation,651,58.61%,023xx,MA,< 1 year,0
15000.00,2013-01-04,major_purchase,604,13.84%,532xx,WI,< 1 year,0
8000.00,2013-01-04,credit_card,676,45.58%,852xx,AZ,< 1 year,0
20000.00,2013-01-04,small_business,687,37.87%,276xx,NC,< 1 year,0
15000.00,2013-01-04,debt_consolidation,655,34.51%,212xx,MD,< 1 year,0
15000.00,2013-01-04,debt_consolidation,608,7.04%,770xx,TX,< 1 year,0
20000.00,2013-01-04,debt_consolidation,696,28.74%,060xx,CT,< 1 year,0
10000.00,2013-01-04,credit_card,651,15.69%,314xx,GA,< 1 year,0
16000.00,2013-01-04,credit_card,654,21.05%,704xx,LA,< 1 year,0
5000.00,2013-01-04,car,475,16.26%,025xx,MA,< 1 year,0
1000.00,2013-01-04,debt_consolidation,660,11.32%,450xx,OH,< 1 year,0
5000.00,2013-01-04,moving,509,43.01%,275xx,NC,< 1 year,0
15000.00,2013-01-04,credit_card,621,17.31%,238xx,VA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,692,42.49%,320xx,FL,< 1 year,0
20000.00,2013-01-04,credit_card,702,26.61%,440xx,OH,< 1 year,0
7000.00,2013-01-04,debt_consolidation,,-1%,928xx,CA,< 1 year,0
22000.00,2013-01-04,debt_consolidation,648,16.99%,951xx,CA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,654,23.94%,282xx,NC,< 1 year,0
35000.00,2013-01-04,credit_card,683,40.32%,481xx,MI,< 1 year,0
22500.00,2013-01-04,credit_card,598,41820%,934xx,CA,< 1 year,0
1500.00,2013-01-04,other,0,0%,441xx,OH,< 1 year,0
4800.00,2013-01-04,house,476,0%,532xx,WI,< 1 year,0
1000.00,2013-01-04,other,475,13.04%,712xx,LA,< 1 year,0
1000.00,2013-01-04,debt_consolidation,501,12.54%,891xx,NV,< 1 year,0
6000.00,2013-01-04,debt_consolidation,642,22.2%,852xx,AZ,< 1 year,0
5150.00,2013-01-04,debt_consolidation,657,4.44%,851xx,AZ,1 year,0
30000.00,2013-01-04,Debt Consolidation,716,17.4%,275xx,NC,5 years,0
15000.00,2013-01-04,debt_consolidation,654,8.66%,364xx,AL,< 1 year,0
32000.00,2013-01-04,major_purchase,702,24%,711xx,LA,< 1 year,0
8000.00,2013-01-04,debt_consolidation,648,11.79%,930xx,CA,< 1 year,0
25000.00,2013-01-04,debt_consolidation,638,23.27%,302xx,GA,< 1 year,0
3000.00,2013-01-04,debt_consolidation,543,11.33%,644xx,MO,< 1 year,0
5000.00,2013-01-04,debt_consolidation,631,11.47%,073xx,NJ,< 1 year,0
17500.00,2013-01-04,credit_card,650,81.29%,900xx,CA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,659,30.15%,967xx,HI,< 1 year,0
18000.00,2013-01-04,debt_consolidation,680,32.16%,221xx,VA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,659,16.26%,217xx,MD,< 1 year,0
27000.00,2013-01-04,debt_consolidation,685,12.16%,030xx,NH,< 1 year,0
15000.00,2013-01-04,credit_card,650,14.91%,021xx,NV,< 1 year,0
19000.00,2013-01-04,debt_consolidation,681,32.85%,906xx,CA,< 1 year,0
28000.00,2013-01-04,debt_consolidation,682,13.96%,932xx,CA,< 1 year,0
3000.00,2013-01-04,debt_consolidation,638,0.44%,100xx,NY,< 1 year,0
10000.00,2013-01-04,debt_consolidation,628,22.8%,368xx,AL,< 1 year,0
10000.00,2013-01-04,Home improvement,698,21.21%,295xx,SC,4 years,0
7500.00,2013-01-04,Other,686,4.38%,986xx,WA,n/a,0
10000.00,2013-01-04,credit_card,676,60.64%,344xx,FL,< 1 year,0
2500.00,2013-01-04,other,640,49.25%,335xx,FL,< 1 year,0
7500.00,2013-01-04,Pay off,669,12.43%,070xx,NJ,4 years,0
10000.00,2013-01-04,car,635,1.28%,117xx,NY,< 1 year,0
35000.00,2013-01-04,PAYINGBILLS,660,29.46%,271xx,NC,10+ years,0
30000.00,2013-01-04,debt_consolidation,655,16.27%,113xx,NY,< 1 year,0
20000.00,2013-01-04,CREDIT,704,11.15%,114xx,NY,10+ years,0
15000.00,2013-01-04,debt_consolidation,647,10.44%,871xx,NM,< 1 year,0
35000.00,2013-01-04,debt_consolidation,660,30.43%,797xx,TX,< 1 year,0
1000.00,2013-01-04,small_business,625,26.15%,672xx,KS,< 1 year,0
4500.00,2013-01-04,debt_consolidation,643,30.36%,020xx,MA,< 1 year,0
7000.00,2013-01-04,debt consolidation,670,27.93%,770xx,TX,10+ years,0
1500.00,2013-01-04,other,562,47.06%,402xx,KY,< 1 year,0
15000.00,2013-01-04,debt_consolidation,649,30.75%,751xx,TX,< 1 year,0
25100.00,2013-01-04,Restructure Loan,724,10.58%,968xx,HI,10+ years,0
35000.00,2013-01-04,credit_card,654,17.61%,028xx,RI,< 1 year,0
10000.00,2013-01-04,debt_consolidation,610,63.68%,453xx,OH,< 1 year,0
10000.00,2013-01-04,debt_consolidation,546,21.89%,532xx,WI,< 1 year,0
10000.00,2013-01-04,credit_card,701,39.14%,798xx,TX,< 1 year,0
6000.00,2013-01-04,credit_card,705,34.82%,954xx,CA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,651,6.04%,113xx,NY,< 1 year,0
5000.00,2013-01-04,small_business,628,12.72%,977xx,OR,< 1 year,0
30000.00,2013-01-04,debt_consolidation,699,27.98%,113xx,NY,< 1 year,0
5000.00,2013-01-04,debt_consolidation,641,16.15%,011xx,MA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,622,27.54%,226xx,VA,< 1 year,0
1500.00,2013-01-04,debt_consolidation,654,11.97%,442xx,OH,< 1 year,0
2000.00,2013-01-04,debt_consolidation,675,39.28%,493xx,MI,< 1 year,0
17375.00,2013-01-04,debt_consolidation,683,20.04%,481xx,MI,< 1 year,0
35000.00,2013-01-04,small_business,593,12.74%,200xx,DC,< 1 year,0
35000.00,2013-01-04,debt_consolidation,687,30.05%,982xx,WA,< 1 year,0
4000.00,2013-01-04,debt_consolidation,683,36.84%,975xx,OR,< 1 year,0
35000.00,2013-01-04,debt_consolidation,674,35.78%,298xx,SC,< 1 year,0
35000.00,2013-01-04,debt_consolidation,649,6.32%,422xx,KY,< 1 year,0
10000.00,2013-01-04,debt_consolidation,618,16.82%,440xx,OH,< 1 year,0
4000.00,2013-01-04,other,590,0%,988xx,WA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,655,30.41%,606xx,IL,6 years,0
3000.00,2013-01-04,Restructuring Patio,811,18.03%,333xx,FL,n/a,0
15000.00,2013-01-04,debt_consolidation,672,43.05%,644xx,MO,< 1 year,0
4000.00,2013-01-04,debt_consolidation,631,20.65%,615xx,IL,< 1 year,0
35000.00,2013-01-04,debt_consolidation,677,32.28%,422xx,KY,< 1 year,0
1000.00,2013-01-04,car,,-1%,302xx,GA,< 1 year,0
10000.00,2013-01-04,moving,530,7.2%,328xx,FL,< 1 year,0
10000.00,2013-01-04,debt_consolidation,632,34.66%,785xx,TX,< 1 year,0
2000.00,2013-01-04,medical,643,3.32%,100xx,NY,< 1 year,0
13000.00,2013-01-04,debt_consolidation,646,57.09%,532xx,WI,< 1 year,0
35000.00,2013-01-04,other,700,124.7%,801xx,CO,< 1 year,0
35000.00,2013-01-04,credit_card,694,38.92%,327xx,FL,< 1 year,0
15000.00,2013-01-04,debt_consolidation,704,30.96%,600xx,IL,< 1 year,0
25000.00,2013-01-04,small_business,660,16.96%,765xx,TX,< 1 year,0
5000.00,2013-01-04,debt_consolidation,448,4.65%,631xx,MO,< 1 year,0
10000.00,2013-01-04,debt_consolidation,655,13.85%,906xx,CA,< 1 year,0
35000.00,2013-01-04,small_business,671,15.72%,940xx,CA,< 1 year,0
4000.00,2013-01-04,car,595,2.17%,809xx,CO,< 1 year,0
7300.00,2013-01-04,debt_consolidation,656,18.13%,296xx,SC,< 1 year,0
10000.00,2013-01-04,debt_consolidation,659,29.48%,480xx,MI,< 1 year,0
12000.00,2013-01-04,credit_card,662,44.94%,234xx,VA,< 1 year,0
25000.00,2013-01-04,Debt consolidation,672,15.62%,189xx,PA,10+ years,0
16000.00,2013-01-04,debt_consolidation,647,10.44%,871xx,NM,< 1 year,0
25000.00,2013-01-04,credit_card,686,44.67%,923xx,CA,< 1 year,0
8000.00,2013-01-04,debt_consolidation,542,52.57%,805xx,CO,< 1 year,0
10000.00,2013-01-04,debt_consolidation,664,137.43%,465xx,IN,< 1 year,0
14000.00,2013-01-04,debt_consolidation,648,22.35%,301xx,GA,< 1 year,0
18575.00,2013-01-04,credit_card,667,43.36%,287xx,NC,< 1 year,0
35000.00,2013-01-04,credit_card,695,21.55%,906xx,CA,< 1 year,0
35000.00,2013-01-04,credit_card,657,22.65%,331xx,FL,< 1 year,0
1000.00,2013-01-04,wedding,0,0%,719xx,AR,< 1 year,0
1000.00,2013-01-04,moving,584,39.77%,617xx,IL,< 1 year,0
10000.00,2013-01-04,home_improvement,635,5.06%,431xx,OH,< 1 year,0
35000.00,2013-01-04,debt_consolidation,658,18.92%,129xx,NY,< 1 year,0
10000.00,2013-01-04,debt_consolidation,646,24.96%,114xx,NY,< 1 year,0
1000.00,2013-01-04,car,592,22.99%,283xx,NC,< 1 year,0
15000.00,2013-01-04,moving,595,12.9%,330xx,FL,< 1 year,0
5600.00,2013-01-04,car,,-1%,850xx,AZ,< 1 year,0
4000.00,2013-01-04,debt_consolidation,613,14.7%,208xx,MD,< 1 year,0
5675.00,2013-01-04,debt_consolidation,613,10.03%,151xx,PA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,615,34.2%,970xx,OR,< 1 year,0
15000.00,2013-01-04,debt_consolidation,704,61.25%,223xx,VA,< 1 year,0
15000.00,2013-01-04,credit_card,645,9.43%,273xx,NC,< 1 year,0
30000.00,2013-01-04,debt_consolidation,652,26.84%,448xx,OH,4 years,0
15000.00,2013-01-04,debt_consolidation,656,36.67%,334xx,FL,< 1 year,0
7000.00,2013-01-04,other,627,11.58%,320xx,FL,3 years,0
2000.00,2013-01-04,major_purchase,679,1.36%,850xx,AZ,< 1 year,0
20000.00,2013-01-04,debt_consolidation,596,12.59%,070xx,NJ,< 1 year,0
10000.00,2013-01-04,debt_consolidation,648,9.71%,955xx,CA,< 1 year,0
1000.00,2013-01-04,debt_consolidation,524,39.54%,775xx,TX,< 1 year,0
20000.00,2013-01-04,debt_consolidation,640,19.48%,473xx,IN,< 1 year,0
13000.00,2013-01-04,home_improvement,645,26.81%,952xx,CA,< 1 year,0
20000.00,2013-01-04,Debt Consolidation,695,16.74%,322xx,FL,10+ years,0
10000.00,2013-01-04,debt_consolidation,673,20.94%,326xx,FL,< 1 year,0
5000.00,2013-01-04,debt_consolidation,589,2.95%,948xx,CA,< 1 year,0
11000.00,2013-01-04,debt_consolidation,638,29.41%,234xx,VA,< 1 year,0
21000.00,2013-01-04,debt_consolidation,730,42.55%,532xx,WI,< 1 year,0
10000.00,2013-01-04,credit_card,648,13.46%,330xx,FL,< 1 year,0
25000.00,2013-01-04,debt_consolidation,650,8.32%,258xx,WV,< 1 year,0
35000.00,2013-01-04,Lending Club Loan,665,1.68%,910xx,CA,3 years,0
16000.00,2013-01-04,debt_consolidation,685,66%,782xx,TX,< 1 year,0
7000.00,2013-01-04,debt_consolidation,525,21.45%,349xx,FL,< 1 year,0
5000.00,2013-01-04,credit_card,653,34.56%,194xx,PA,< 1 year,0
10000.00,2013-01-04,other,648,9.71%,955xx,CA,< 1 year,0
20000.00,2013-01-04,debt_consolidation,705,49.23%,117xx,NY,< 1 year,0
35000.00,2013-01-04,small_business,599,31.26%,230xx,VA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,564,21.46%,327xx,FL,< 1 year,0
35000.00,2013-01-04,house,732,24.87%,531xx,WI,< 1 year,0
14000.00,2013-01-04,debt_consolidation,610,27.81%,117xx,NY,< 1 year,0
2500.00,2013-01-04,moving,577,14.6%,319xx,GA,< 1 year,0
5000.00,2013-01-04,debt_consolidation,569,1813.09%,327xx,FL,< 1 year,0
15000.00,2013-01-04,Debt & Medical Bills Consolidation,704,30.76%,358xx,AL,4 years,0
20000.00,2013-01-04,debt_consolidation,653,39.05%,928xx,CA,< 1 year,0
10000.00,2013-01-04,other,671,30.79%,104xx,NY,< 1 year,0
10000.00,2013-01-04,vacation,586,24.57%,240xx,VA,< 1 year,0
18000.00,2013-01-04,debt_consolidation,669,43.65%,973xx,OR,< 1 year,0
35000.00,2013-01-04,debt_consolidation,680,701.89%,184xx,PA,< 1 year,0
30000.00,2013-01-04,debt_consolidation,667,42.18%,840xx,UT,< 1 year,0
30000.00,2013-01-04,debt_consolidation,697,39.76%,117xx,NY,< 1 year,0
18000.00,2013-01-04,credit_card,674,40.88%,212xx,MD,< 1 year,0
12000.00,2013-01-04,major_purchase,640,3.22%,337xx,FL,< 1 year,0
18500.00,2013-01-04,debt_consolidation,771,23.04%,207xx,MD,< 1 year,0
10000.00,2013-01-04,credit_card,658,25.84%,111xx,NY,< 1 year,0
14000.00,2013-01-04,debt_consolidation,595,29.25%,328xx,FL,< 1 year,0
25000.00,2013-01-04,debt,684,22.86%,112xx,NY,4 years,0
2000.00,2013-01-04,other,0,0%,071xx,NJ,< 1 year,0
1000.00,2013-01-04,debt_consolidation,469,16.26%,300xx,GA,< 1 year,0
20000.00,2013-01-04,moving,671,12.73%,604xx,IL,< 1 year,0
6500.00,2013-01-04,debt_consolidation,665,20.52%,224xx,VA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,650,21.41%,207xx,MD,< 1 year,0
1000.00,2013-01-04,other,516,2.29%,121xx,NY,< 1 year,0
23000.00,2013-01-04,Credit Card Payoff,714,19.5%,972xx,OR,10+ years,0
5000.00,2013-01-04,debt_consolidation,485,2.65%,167xx,PA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,689,34.98%,770xx,TX,10+ years,0
2500.00,2013-01-04,home_improvement,563,0%,344xx,FL,< 1 year,0
5000.00,2013-01-04,debt_consolidation,592,8.4%,925xx,CA,< 1 year,0
10000.00,2013-01-04,debt_consolidation,688,36%,087xx,NJ,< 1 year,0
30000.00,2013-01-04,debt_consolidation,642,13.54%,191xx,PA,< 1 year,0
15000.00,2013-01-04,debt_consolidation,598,19.85%,954xx,CA,< 1 year,0
35000.00,2013-01-04,debt_consolidation,657,29.57%,031xx,NH,< 1 year,0
5000.00,2013-01-04,debt_consolidation,607,15.63%,499xx,MI,10+ years,0
15000.00,2013-01-04,debt_consolidation,660,8.04%,801xx,CO,< 1 year,0
18000.00,2013-01-04,debt_consolidation,647,36.58%,655xx,MO,< 1 year,0
20000.00,2013-01-04,debt_consolidation,640,25.6%,467xx,IN,< 1 year,0
30000.00,2013-01-04,debt_consolidation,680,45%,100xx,NY,< 1 year,0
